family	genus	species	taxid	segment	experiment	result_type	cluster	timestamp	last_changed_timestamp	num_input_seqs	num_curated_seqs	num_clusters	rss	elapsed_time	mean_cluster_objective_value	mean_cluster_target_len	mean_cluster_num_primers5	mean_cluster_num_primers3	mean_cluster_num_guides	mean_cluster_guide_set_frac_bound	mean_cluster_guide_set_expected_activity	mean_cluster_guide_set_median_activity	mean_cluster_guide_set_5th_pctile_activity
Astroviridae	Mamastrovirus	Qinghai Himalayan marmot astrovirus 2	1961666	None	specific_min-guides	taxon	NA	1589096155	1589096155	1	1	1	9369888.0	999.97	3.201838730514401	88	1	1	1	1.0	3.0611478686332703	3.0611478686332703	3.0611478686332703
Adenoviridae	Mastadenovirus	Simian mastadenovirus B	1962299	None	specific_min-guides	taxon	NA	1588805297	1588805297	1	1	1	37936944.0	3450.63	3.201838730514401	88	1	1	1	1.0	3.09499990940094	3.09499990940094	3.09499990940094
Adenoviridae	Mastadenovirus	Simian mastadenovirus C	1962300	None	specific_min-guides	taxon	NA	1588808911	1588808911	3	3	1	37962292.0	4408.61	3.201838730514401	88	1	1	1	1.0	3.066267748673757	3.056717574596405	3.056717574596405
Adenoviridae	Aviadenovirus	Turkey aviadenovirus C	1962301	None	specific_min-guides	taxon	NA	1588717552	1588717552	1	1	1	31941160.0	1592.85	3.201838730514401	88	1	1	1	1.0	3.0288878083229065	3.0288878083229065	3.0288878083229065
Adenoviridae	Aviadenovirus	Turkey aviadenovirus D	1962302	None	specific_min-guides	taxon	NA	1588719147	1588719147	1	1	1	31939264.0	1567.29	3.201838730514401	88	1	1	1	1.0	3.0636410117149353	3.0636410117149353	3.0636410117149353
Circoviridae	Circovirus	Circovirus sp.	1964372	None	specific_min-guides	taxon	NA	1589141759	1589141759	14	3	1	7084272.0	1325.79	3.201838730514401	88	1	1	1	1.0	2.9225666920344033	3.0186944603919983	2.730311155319214
Adenoviridae	Mastadenovirus	Simian mastadenovirus D	1986017	None	specific_min-guides	taxon	NA	1588813326	1588813326	1	1	1	37938292.0	1653.85	3.201838730514401	88	1	1	1	1.0	3.1199309825897217	3.1199309825897217	3.1199309825897217
Adenoviridae	Mastadenovirus	Simian mastadenovirus E	1986018	None	specific_min-guides	taxon	NA	1588817637	1588817637	1	1	1	37923912.0	1595.55	3.201838730514401	88	1	1	1	1.0	3.033706843852997	3.033706843852997	3.033706843852997
Adenoviridae	Mastadenovirus	Simian mastadenovirus F	1986019	None	specific_min-guides	taxon	NA	1588820536	1588820536	1	1	1	37924224.0	1532.02	3.201838730514401	88	1	1	1	1.0	3.0481138825416565	3.0481138825416565	3.0481138825416565
Adenoviridae	Mastadenovirus	Simian mastadenovirus G	1986020	None	specific_min-guides	taxon	NA	1588822589	1588822589	1	1	1	37925912.0	1654.58	3.201838730514401	88	1	1	1	1.0	3.1695920825004578	3.1695920825004578	3.1695920825004578
Adenoviridae	Mastadenovirus	Simian mastadenovirus H	1986021	None	specific_min-guides	taxon	NA	1588826963	1588826963	1	1	1	37924256.0	1631.32	3.201838730514401	88	1	1	1	1.0	3.163640797138214	3.163640797138214	3.163640797138214
Adenoviridae	Mastadenovirus	Platyrrhini mastadenovirus A	1986022	None	specific_min-guides	taxon	NA	1588777528	1588777528	1	1	1	31936112.0	1376.53	3.201838730514401	88	1	1	1	1.0	2.8171844482421875	2.8171844482421875	2.8171844482421875
Adenoviridae	Mastadenovirus	Skunk mastadenovirus A	1986023	None	specific_min-guides	taxon	NA	1588833161	1588833161	1	1	1	37920028.0	1598.58	3.201838730514401	88	1	1	1	1.0	2.8762333393096924	2.8762333393096924	2.8762333393096924
Adenoviridae	Mastadenovirus	Sea lion mastadenovirus A	1986024	None	specific_min-guides	taxon	NA	1588787548	1588787548	1	1	1	31934060.0	1341.53	3.201838730514401	88	1	1	1	1.0	2.9404550790786743	2.9404550790786743	2.9404550790786743
Alloherpesviridae	Batrachovirus	Ranid herpesvirus 3	1987509	None	specific_min-guides	taxon	NA	1588916402	1588916402	1	1	1	22486904.0	10913.92	3.201838730514401	88	1	1	1	1.0	3.2884031534194946	3.2884031534194946	3.2884031534194946
Circoviridae	Circovirus	Bat associated circovirus 4	2003309	None	specific_min-guides	taxon	NA	1589139099	1589139099	1	1	1	7235736.0	1022.08	3.201838730514401	88	1	1	1	1.0	2.889512777328491	2.889512777328491	2.889512777328491
Circoviridae	Circovirus	Bat associated circovirus 5	2003310	None	specific_min-guides	taxon	NA	1589139340	1589139340	1	1	1	7232596.0	1051.80	3.201838730514401	88	1	1	1	1.0	2.9319920539855957	2.9319920539855957	2.9319920539855957
Circoviridae	Circovirus	Bat associated circovirus 6	2003311	None	specific_min-guides	taxon	NA	1589139582	1589139582	1	1	1	7230692.0	1013.81	3.201838730514401	88	1	1	1	1.0	3.0031582713127136	3.0031582713127136	3.0031582713127136
Circoviridae	Circovirus	Bat associated circovirus 7	2003312	None	specific_min-guides	taxon	NA	1589139824	1589139824	1	1	1	7232820.0	1001.59	3.201838730514401	88	1	1	1	1.0	3.12236350774765	3.12236350774765	3.12236350774765
Circoviridae	Circovirus	Bat associated circovirus 8	2003313	None	specific_min-guides	taxon	NA	1589140066	1589140066	1	1	1	7229760.0	1014.45	3.201838730514401	88	1	1	1	1.0	2.9756455421447754	2.9756455421447754	2.9756455421447754
Adenoviridae	Mastadenovirus	Cervid adenovirus 1	2003578	None	specific_min-guides	taxon	NA	1588738253	1588738253	1	1	1	32267184.0	1415.91	3.201838730514401	88	1	1	1	1.0	2.9733182191848755	2.9733182191848755	2.9733182191848755
Adenoviridae	Atadenovirus	Lizard atadenovirus A	2003672	None	specific_min-guides	taxon	NA	1588693224	1588693224	1	1	1	31937536.0	1374.86	3.201838730514401	88	1	1	1	1.0	2.870387554168701	2.870387554168701	2.870387554168701
Adenoviridae	Atadenovirus	Psittacine atadenovirus A	2003673	None	specific_min-guides	taxon	NA	1588695798	1588695798	1	1	1	31936540.0	1377.18	3.201838730514401	88	1	1	1	1.0	2.8883897066116333	2.8883897066116333	2.8883897066116333
Circoviridae	unknown	Garrulus glandarius associated circular virus 1	2006642	None	specific_min-guides	taxon	NA	1589134982	1589134982	1	1	1	7234564.0	985.68	3.201838730514401	88	1	1	1	1.0	2.982546806335449	2.982546806335449	2.982546806335449
Anelloviridae	unknown	Torque teno indri virus 1	2010248	None	specific_min-guides	taxon	NA	1588935114	1588935114	1	1	1	9945424.0	601.35	3.201838730514401	88	1	1	1	1.0	3.1425532698631287	3.1425532698631287	3.1425532698631287
Anelloviridae	unknown	Lesser panda anellovirus	2012640	None	specific_min-guides	taxon	NA	1588930918	1588930918	1	1	1	9943868.0	678.13	3.201838730514401	88	1	1	1	1.0	3.0258493423461914	3.0258493423461914	3.0258493423461914
Anelloviridae	unknown	Torque teno Leptonychotes weddellii virus-2	2012677	None	specific_min-guides	taxon	NA	1588934547	1588934547	19	19	1	10311200.0	1333.83	3.201838730514401	88	1	1	1	1.0	3.1115044355392456	3.3270719051361084	2.775658965110779
Adenoviridae	Mastadenovirus	Bat mastadenovirus C	2015370	None	specific_min-guides	taxon	NA	1588727228	1588727228	1	1	1	31938796.0	1413.82	3.201838730514401	88	1	1	1	1.0	3.1011725068092346	3.1011725068092346	3.1011725068092346
Adenoviridae	Mastadenovirus	Bat mastadenovirus D	2015372	None	specific_min-guides	taxon	NA	1588728727	1588728727	1	1	1	31927384.0	1252.48	3.201838730514401	88	1	1	1	1.0	2.7907389402389526	2.7907389402389526	2.7907389402389526
Adenoviridae	Mastadenovirus	Bat mastadenovirus E	2015374	None	specific_min-guides	taxon	NA	1588730360	1588730360	1	1	1	31933756.0	1268.10	3.201838730514401	88	1	1	1	1.0	2.853582739830017	2.853582739830017	2.853582739830017
Adenoviridae	Mastadenovirus	Bat mastadenovirus F	2015375	None	specific_min-guides	taxon	NA	1588731518	1588731518	1	1	1	31933664.0	1318.82	3.201838730514401	88	1	1	1	1.0	2.8274900913238525	2.8274900913238525	2.8274900913238525
Circoviridae	Circovirus	Giant panda circovirus 1	2016456	None	specific_min-guides	taxon	NA	1589143282	1589143282	1	1	1	7229788.0	1053.62	3.201838730514401	88	1	1	1	1.0	3.2034820318222046	3.2034820318222046	3.2034820318222046
Circoviridae	Circovirus	Giant panda circovirus 2	2016457	None	specific_min-guides	taxon	NA	1589143526	1589143526	1	1	1	7225604.0	1017.94	3.201838730514401	88	1	1	1	1.0	3.1615940928459167	3.1615940928459167	3.1615940928459167
Circoviridae	Circovirus	Giant panda circovirus 3	2016458	None	specific_min-guides	taxon	NA	1589143997	1589143997	1	1	1	7235096.0	1049.96	3.201838730514401	88	1	1	1	1.0	3.3550901412963867	3.3550901412963867	3.3550901412963867
Circoviridae	Circovirus	Giant panda circovirus 4	2016459	None	specific_min-guides	taxon	NA	1589144262	1589144262	1	1	1	7237428.0	1038.82	3.201838730514401	88	1	1	1	1.0	3.1278082728385925	3.1278082728385925	3.1278082728385925
Anelloviridae	unknown	Giant panda anellovirus	2016460	None	specific_min-guides	taxon	NA	1588930402	1588930402	19	10	1	9964820.0	1228.29	12.232684334390722	182	5	6	5	1.0	3.0786489129066466	3.080781936645508	2.7846447229385376
Circoviridae	unknown	Human fecal virus Jorvi2	2017081	None	specific_min-guides	taxon	NA	1589135225	1589135225	1	1	1	7242456.0	1088.78	3.201838730514401	88	1	1	1	1.0	3.01484477519989	3.01484477519989	3.01484477519989
Circoviridae	unknown	Human fecal virus Jorvi3	2017082	None	specific_min-guides	taxon	NA	1589135468	1589135468	1	1	1	7241276.0	1045.30	3.201838730514401	88	1	1	1	1.0	3.0645710825920105	3.0645710825920105	3.0645710825920105
Circoviridae	unknown	Human fecal virus Jorvi4	2017083	None	specific_min-guides	taxon	NA	1589135709	1589135709	1	1	1	7232272.0	990.32	3.201838730514401	88	1	1	1	1.0	2.8467055559158325	2.8467055559158325	2.8467055559158325
Circoviridae	unknown	Porcine stool-associated circular virus/BEL/15V010	2017724	None	specific_min-guides	taxon	NA	1589137646	1589137646	1	1	1	7239628.0	1190.82	3.201838730514401	88	1	1	1	1.0	3.03172367811203	3.03172367811203	3.03172367811203
Astroviridae	unknown	Bastrovirus BAS-1	2025396	None	specific_min-guides	taxon	NA	1589074139	1589074139	1	1	1	9373256.0	926.00	3.201838730514401	88	1	1	1	1.0	2.826146721839905	2.826146721839905	2.826146721839905
Astroviridae	unknown	Bastrovirus BAS-2	2025397	None	specific_min-guides	taxon	NA	1589074638	1589074638	1	1	1	9372556.0	921.43	3.201838730514401	88	1	1	1	1.0	2.8139469623565674	2.8139469623565674	2.8139469623565674
Astroviridae	unknown	Bastrovirus BAS-3	2025398	None	specific_min-guides	taxon	NA	1589075067	1589075067	3	3	1	9444416.0	2572.28	3.201838730514401	88	1	1	1	1.0	3.2922261357307434	3.4118123054504395	3.047986924648285
Arenaviridae	Mammarenavirus	Solwezi mammarenavirus	2030986	L	specific_min-guides	taxon	NA	1589045972	1589045972	1	1	1	18000996.0	1620.59	3.201838730514401	88	1	1	1	1.0	2.9848363399505615	2.9848363399505615	2.9848363399505615
Amnoonviridae	Tilapinevirus	Tilapia tilapinevirus	2034996	10	specific_min-guides	taxon	NA	1588930160	1588930160	2	1	1	522660.0	16.75	3.201838730514401	88	1	1	1	1.0	2.8196163177490234	2.8196163177490234	2.8196163177490234
Anelloviridae	unknown	Rodent Torque teno virus 3	2054610	None	specific_min-guides	taxon	NA	1588931773	1588931773	4	3	1	9991444.0	1172.12	3.9885490775967187	122	2	1	1	1.0	2.9208170771598816	2.8315775394439697	2.7292896509170532
Anelloviridae	unknown	Rodent Torque teno virus 4	2054611	None	specific_min-guides	taxon	NA	1588932014	1588932014	7	7	1	10034332.0	750.98	3.201838730514401	88	1	1	1	1.0	2.890015755380903	2.8568159341812134	2.759282946586609
Anelloviridae	unknown	Rodent Torque teno virus 6	2054613	None	specific_min-guides	taxon	NA	1588932256	1588932256	1	1	1	9953232.0	622.32	3.201838730514401	88	1	1	1	1.0	3.0304837822914124	3.0304837822914124	3.0304837822914124
Anelloviridae	unknown	Rodent Torque teno virus 7	2054614	None	specific_min-guides	taxon	NA	1588932822	1588932822	1	1	1	9946496.0	589.28	3.201838730514401	88	1	1	1	1.0	2.987990617752075	2.987990617752075	2.987990617752075
Arenaviridae	Mammarenavirus	Apore mammarenavirus	2059312	L	specific_min-guides	taxon	NA	1588974163	1588974163	1	1	1	18003676.0	916.92	3.201838730514401	88	1	1	1	1.0	2.8691078424453735	2.8691078424453735	2.8691078424453735
Anelloviridae	Betatorquevirus	Torque teno mini virus 10	2065036	None	specific_min-guides	taxon	NA	1588944101	1588944101	24	1	1	9716388.0	585.52	3.201838730514401	88	1	1	1	1.0	3.251926302909851	3.251926302909851	3.251926302909851
Anelloviridae	Betatorquevirus	Torque teno mini virus 11	2065037	None	specific_min-guides	taxon	NA	1588944343	1588944343	1	1	1	9958240.0	604.98	3.201838730514401	88	1	1	1	1.0	2.997014880180359	2.997014880180359	2.997014880180359
Anelloviridae	Betatorquevirus	Torque teno mini virus 12	2065038	None	specific_min-guides	taxon	NA	1588944585	1588944585	1	1	1	9958064.0	598.60	3.201838730514401	88	1	1	1	1.0	3.238571286201477	3.238571286201477	3.238571286201477
Anelloviridae	Etatorquevirus	Torque teno felis virus 2	2065043	None	specific_min-guides	taxon	NA	1589038220	1589038220	1	1	1	9954104.0	833.09	3.201838730514401	88	1	1	1	1.0	3.1723105907440186	3.1723105907440186	3.1723105907440186
Anelloviridae	Gammatorquevirus	Torque teno midi virus 3	2065044	None	specific_min-guides	taxon	NA	1589038883	1589038883	1	1	1	9951504.0	877.27	3.201838730514401	88	1	1	1	1.0	3.2470245957374573	3.2470245957374573	3.2470245957374573
Anelloviridae	Gammatorquevirus	Torque teno midi virus 4	2065045	None	specific_min-guides	taxon	NA	1588950640	1588950640	1	1	1	9952724.0	596.68	3.201838730514401	88	1	1	1	1.0	2.8314573764801025	2.8314573764801025	2.8314573764801025
Anelloviridae	Gammatorquevirus	Torque teno midi virus 5	2065046	None	specific_min-guides	taxon	NA	1588950883	1588950883	1	1	1	9959576.0	625.48	3.201838730514401	88	1	1	1	1.0	3.107065975666046	3.107065975666046	3.107065975666046
Anelloviridae	Gammatorquevirus	Torque teno midi virus 6	2065047	None	specific_min-guides	taxon	NA	1588951125	1588951125	1	1	1	9957592.0	645.36	3.201838730514401	88	1	1	1	1.0	3.23575222492218	3.23575222492218	3.23575222492218
Anelloviridae	Gammatorquevirus	Torque teno midi virus 7	2065048	None	specific_min-guides	taxon	NA	1588951366	1588951366	1	1	1	9950072.0	625.53	3.201838730514401	88	1	1	1	1.0	3.229950428009033	3.229950428009033	3.229950428009033
Anelloviridae	Gammatorquevirus	Torque teno midi virus 8	2065049	None	specific_min-guides	taxon	NA	1589039003	1589039003	1	1	1	9958972.0	873.88	3.201838730514401	88	1	1	1	1.0	3.2627446055412292	3.2627446055412292	3.2627446055412292
Anelloviridae	Gammatorquevirus	Torque teno midi virus 9	2065050	None	specific_min-guides	taxon	NA	1589039064	1589039064	1	1	1	9957080.0	885.92	3.201838730514401	88	1	1	1	1.0	3.25970995426178	3.25970995426178	3.25970995426178
Anelloviridae	Gammatorquevirus	Torque teno midi virus 10	2065051	None	specific_min-guides	taxon	NA	1588948703	1588948703	2	1	1	9952964.0	592.05	3.201838730514401	88	1	1	1	1.0	3.2620203495025635	3.2620203495025635	3.2620203495025635
Anelloviridae	Gammatorquevirus	Torque teno midi virus 11	2065052	None	specific_min-guides	taxon	NA	1588948946	1588948946	1	1	1	9951160.0	588.73	3.201838730514401	88	1	1	1	1.0	3.3631429076194763	3.3631429076194763	3.3631429076194763
Anelloviridae	Gammatorquevirus	Torque teno midi virus 12	2065053	None	specific_min-guides	taxon	NA	1589038462	1589038462	1	1	1	9959448.0	933.98	3.201838730514401	88	1	1	1	1.0	3.383709728717804	3.383709728717804	3.383709728717804
Anelloviridae	Gammatorquevirus	Torque teno midi virus 13	2065054	None	specific_min-guides	taxon	NA	1589038582	1589038582	1	1	1	9958776.0	921.62	3.201838730514401	88	1	1	1	1.0	3.4099392890930176	3.4099392890930176	3.4099392890930176
Anelloviridae	Gammatorquevirus	Torque teno midi virus 14	2065055	None	specific_min-guides	taxon	NA	1589038763	1589038763	1	1	1	9954484.0	887.44	3.201838730514401	88	1	1	1	1.0	3.353607177734375	3.353607177734375	3.353607177734375
Anelloviridae	Gammatorquevirus	Torque teno midi virus 15	2065056	None	specific_min-guides	taxon	NA	1588949914	1588949914	1	1	1	9953616.0	580.77	3.201838730514401	88	1	1	1	1.0	3.2605767846107483	3.2605767846107483	3.2605767846107483
Arenaviridae	Mammarenavirus	Cupixi mammarenavirus	208899	L	specific_min-guides	taxon	NA	1588980416	1588980416	1	1	1	17999556.0	877.58	3.201838730514401	88	1	1	1	1.0	3.200801193714142	3.200801193714142	3.200801193714142
Arenaviridae	unknown	Wenling frogfish arenavirus 1	2116466	L	specific_min-guides	taxon	NA	1588966313	1588966313	1	1	1	17972520.0	858.39	3.201838730514401	88	1	1	1	1.0	3.2631064653396606	3.2631064653396606	3.2631064653396606
Arenaviridae	unknown	Wenling frogfish arenavirus 2	2116467	L	specific_min-guides	taxon	NA	1588968395	1588968395	2	2	1	17992008.0	865.95	3.201838730514401	88	1	1	1	1.0	3.140648365020752	3.140648365020752	3.140648365020752
Bornaviridae	Carbovirus	Queensland carbovirus	2136037	None	specific_min-guides	taxon	NA	1589103544	1589103544	1	1	1	2034696.0	262.76	3.201838730514401	88	1	1	1	1.0	3.337943732738495	3.337943732738495	3.337943732738495
Bornaviridae	Carbovirus	Southwest carbovirus	2136038	None	specific_min-guides	taxon	NA	1589103811	1589103811	1	1	1	2031712.0	269.25	3.201838730514401	88	1	1	1	1.0	2.9449506998062134	2.9449506998062134	2.9449506998062134
Caliciviridae	Norovirus	Marmot norovirus	2161807	None	specific_min-guides	taxon	NA	1589115246	1589115246	1	1	1	21954860.0	1818.33	3.201838730514401	88	1	1	1	1.0	2.8501940965652466	2.8501940965652466	2.8501940965652466
Adenoviridae	Atadenovirus	Deer atadenovirus A	2169706	None	specific_min-guides	taxon	NA	1588692061	1588692061	7	7	1	31941588.0	1281.30	3.201838730514401	88	1	1	1	1.0	3.275182681424277	3.2774062156677246	3.2618414759635925
Adenoviridae	Aviadenovirus	Pigeon aviadenovirus B	2169708	None	specific_min-guides	taxon	NA	1588712722	1588712722	1	1	1	31941976.0	1583.60	3.201838730514401	88	1	1	1	1.0	3.081539511680603	3.081539511680603	3.081539511680603
Adenoviridae	Aviadenovirus	Psittacine aviadenovirus B	2169709	None	specific_min-guides	taxon	NA	1588714240	1588714240	1	1	1	31939896.0	1593.17	3.201838730514401	88	1	1	1	1.0	3.198587119579315	3.198587119579315	3.198587119579315
Circoviridae	Circovirus	Bat associated circovirus 9	2169823	None	specific_min-guides	taxon	NA	1589140307	1589140307	1	1	1	7231108.0	1084.94	3.201838730514401	88	1	1	1	1.0	3.0836758613586426	3.0836758613586426	3.0836758613586426
Arenaviridae	Hartmanivirus	Haartman hartmanivirus	2169909	L	specific_min-guides	taxon	NA	1588971497	1588971497	1	1	1	17991688.0	860.46	3.201838730514401	88	1	1	1	1.0	3.162169575691223	3.162169575691223	3.162169575691223
Arenaviridae	Mammarenavirus	Argentinian mammarenavirus	2169991	L	specific_min-guides	taxon	NA	1588974637	1588974637	20	18	1	17834764.0	1001.28	3.201838730514401	88	1	1	1	1.0	3.1475857694943747	3.270107328891754	2.740010380744934
Arenaviridae	Mammarenavirus	Brazilian mammarenavirus	2169992	L	specific_min-guides	taxon	NA	1588977280	1588977280	3	2	1	17933584.0	931.98	3.201838730514401	88	1	1	1	1.0	3.324002206325531	3.324002206325531	3.324002206325531
Arenaviridae	Mammarenavirus	Cali mammarenavirus	2169993	L	specific_min-guides	taxon	NA	1588978442	1588978442	4	1	1	17855316.0	860.75	3.201838730514401	88	1	1	1	1.0	3.2967320680618286	3.2967320680618286	3.2967320680618286
Arenaviridae	Mammarenavirus	Paraguayan mammarenavirus	2169994	L	specific_min-guides	taxon	NA	1589044276	1589044276	1	1	1	18003104.0	1674.53	3.201838730514401	88	1	1	1	1.0	3.390870153903961	3.390870153903961	3.390870153903961
Arenaviridae	Mammarenavirus	Ryukyu mammarenavirus	2169995	L	specific_min-guides	taxon	NA	1589045246	1589045246	1	1	1	18006684.0	1690.66	3.201838730514401	88	1	1	1	1.0	3.362577438354492	3.362577438354492	3.362577438354492
Arenaviridae	Mammarenavirus	Serra do Navio mammarenavirus	2169996	L	specific_min-guides	taxon	NA	1589045730	1589045730	2	1	1	17932780.0	1593.87	3.201838730514401	88	1	1	1	1.0	2.886179804801941	2.886179804801941	2.886179804801941
Arenaviridae	Mammarenavirus	Souris mammarenavirus	2169997	L	specific_min-guides	taxon	NA	1589046460	1589046460	1	1	1	18003400.0	1640.17	3.201838730514401	88	1	1	1	1.0	3.2153417468070984	3.2153417468070984	3.2153417468070984
Adenoviridae	Mastadenovirus	Dolphin mastadenovirus B	2170001	None	specific_min-guides	taxon	NA	1588739670	1588739670	2	2	1	31960960.0	3458.72	3.714495248781893	89	2	1	1	1.0	2.9455666840076447	2.77278733253479	2.77278733253479
Adenoviridae	Mastadenovirus	Simian mastadenovirus I	2170002	None	specific_min-guides	taxon	NA	1588830663	1588830663	1	1	1	37924388.0	1585.85	3.201838730514401	88	1	1	1	1.0	2.9715254306793213	2.9715254306793213	2.9715254306793213
Adenoviridae	Mastadenovirus	Squirrel mastadenovirus A	2170003	None	specific_min-guides	taxon	NA	1588836906	1588836906	1	1	1	37926300.0	1607.00	3.201838730514401	88	1	1	1	1.0	2.772027373313904	2.772027373313904	2.772027373313904
Caliciviridae	Nebovirus	Newbury 1 virus	2170030	None	specific_min-guides	taxon	NA	1589114647	1589114647	1	1	1	21956264.0	2908.01	3.201838730514401	88	1	1	1	1.0	3.071391522884369	3.071391522884369	3.071391522884369
Arenaviridae	Reptarenavirus	California reptarenavirus	2170175	L	specific_min-guides	taxon	NA	1589049741	1589049741	1	1	1	18002500.0	1566.04	3.201838730514401	88	1	1	1	1.0	3.097781479358673	3.097781479358673	3.097781479358673
Arenaviridae	Reptarenavirus	Giessen reptarenavirus	2170176	L	specific_min-guides	taxon	NA	1589050232	1589050232	3	3	1	18032900.0	3327.22	3.201838730514401	88	1	1	1	1.0	3.084338823954264	3.202353835105896	2.848308801651001
Arenaviridae	Reptarenavirus	Golden reptarenavirus	2170177	L	specific_min-guides	taxon	NA	1589050473	1589050473	1	1	1	18004024.0	2060.72	3.201838730514401	88	1	1	1	1.0	3.115368068218231	3.115368068218231	3.115368068218231
Arenaviridae	Reptarenavirus	Ordinary reptarenavirus	2170178	L	specific_min-guides	taxon	NA	1589051310	1589051310	4	4	1	18042808.0	1901.08	3.201838730514401	88	1	1	1	1.0	3.0886000394821167	3.0886000394821167	3.0886000394821167
Arenaviridae	Reptarenavirus	Rotterdam reptarenavirus	2170179	L	specific_min-guides	taxon	NA	1589051896	1589051896	1	1	1	18004948.0	2745.92	3.201838730514401	88	1	1	1	1.0	3.252717435359955	3.252717435359955	3.252717435359955
Adomaviridae	unknown	Rhynchobatus djiddensis adomavirus 1	2175117	None	specific_min-guides	taxon	NA	1588867175	1588867175	1	1	1	954412.0	112.04	3.201838730514401	88	1	1	1	1.0	3.033770799636841	3.033770799636841	3.033770799636841
Adomaviridae	unknown	Symphysodon discus adomavirus 1	2175118	None	specific_min-guides	taxon	NA	1588868732	1588868732	1	1	1	954352.0	98.51	3.201838730514401	88	1	1	1	1.0	2.9317586421966553	2.9317586421966553	2.9317586421966553
Astroviridae	unknown	Sichuan takin astrovirus	2220003	None	specific_min-guides	taxon	NA	1589078628	1589078628	1	1	1	9363940.0	2242.39	3.201838730514401	88	1	1	1	1.0	3.5274471044540405	3.5274471044540405	3.5274471044540405
Anelloviridae	Gyrovirus	Ashy storm petrel gyrovirus	2249930	None	specific_min-guides	taxon	NA	1589039185	1589039185	1	1	1	9949224.0	849.31	3.201838730514401	88	1	1	1	1.0	2.9341251850128174	2.9341251850128174	2.9341251850128174
Circoviridae	Circovirus	Feline stool-associated circular virus KU14	2249941	None	specific_min-guides	taxon	NA	1589142486	1589142486	1	1	1	7233388.0	1034.98	3.201838730514401	88	1	1	1	1.0	3.035815477371216	3.035815477371216	3.035815477371216
Adenoviridae	Mastadenovirus	Polar bear mastadenovirus 1	2250215	None	specific_min-guides	taxon	NA	1588915979	1588915979	1	1	1	37917412.0	1919.27	3.201838730514401	88	1	1	1	1.0	2.929449200630188	2.929449200630188	2.929449200630188
Circoviridae	unknown	Paguma larvata circovirus	2294094	None	specific_min-guides	taxon	NA	1589136194	1589136194	3	3	1	7287704.0	1356.18	3.201838730514401	88	1	1	1	1.0	3.2203369736671448	3.2987690567970276	3.063472807407379
Adenoviridae	Mastadenovirus	Tree shrew mastadenovirus A	242710	None	specific_min-guides	taxon	NA	1588841126	1588841126	2	2	1	37958960.0	1637.85	3.201838730514401	88	1	1	1	1.0	3.044845759868622	3.0383890867233276	3.0383890867233276
Caliciviridae	unknown	Calicivirus isolate TCG	243550	None	specific_min-guides	taxon	NA	1589108760	1589108760	1	1	1	21957636.0	2868.00	3.201838730514401	88	1	1	1	1.0	2.7771501541137695	2.7771501541137695	2.7771501541137695
Arteriviridae	Muarterivirus	Muarterivirus afrigant	2499618	None	specific_min-guides	taxon	NA	1589063637	1589063637	1	1	1	26329896.0	2411.67	3.201838730514401	88	1	1	1	1.0	3.158488690853119	3.158488690853119	3.158488690853119
Arteriviridae	Alphaarterivirus	Alphaarterivirus equid	2499620	None	specific_min-guides	taxon	NA	1589053016	1589053016	91	91	1	26663828.0	74335.03	3.201838730514401	88	1	1	1	1.0	3.307929834821722	3.404687464237213	3.0013819336891174
Arteriviridae	Lambdaarterivirus	Lambdaarterivirus afriporav	2499621	None	specific_min-guides	taxon	NA	1589062240	1589062240	1	1	1	26333968.0	2577.32	3.201838730514401	88	1	1	1	1.0	2.7277073860168457	2.7277073860168457	2.7277073860168457
Arteriviridae	Deltaarterivirus	Deltaarterivirus pejah	2499623	None	specific_min-guides	taxon	NA	1589054586	1589054586	3	3	1	26335856.0	2153.86	3.201838730514401	88	1	1	1	1.0	3.000411033630371	3.000411033630371	3.000411033630371
Arteriviridae	Kappaarterivirus	Kappaarterivirus wobum	2499677	None	specific_min-guides	taxon	NA	1589061005	1589061005	2	2	1	25952204.0	6091.74	3.201838730514401	88	1	1	1	1.0	2.9994075000286102	2.89118230342865	2.89118230342865
Arteriviridae	Betaarterivirus	Betaarterivirus chinrav 1	2499930	None	specific_min-guides	taxon	NA	1589053265	1589053265	2	2	1	26369696.0	7975.07	3.2718657103125848	94	1	1	1	1.0	3.0118535459041595	2.751786470413208	2.751786470413208
Arteriviridae	Zetaarterivirus	Zetaarterivirus ugarco 1	2499932	None	specific_min-guides	taxon	NA	1589068832	1589068832	49	49	1	26619188.0	16460.97	3.201838730514401	88	1	1	1	1.0	3.3629093851361955	3.4086808562278748	3.1302881240844727
Arteriviridae	Iotaarterivirus	Iotaarterivirus debrazmo	2501947	None	specific_min-guides	taxon	NA	1589058885	1589058885	1	1	1	26330980.0	2118.05	3.201838730514401	88	1	1	1	1.0	3.042376697063446	3.042376697063446	3.042376697063446
Arteriviridae	Iotaarterivirus	Iotaarterivirus kibreg 1	2501948	None	specific_min-guides	taxon	NA	1589059793	1589059793	1	1	1	26331412.0	2445.05	3.201838730514401	88	1	1	1	1.0	3.2567611932754517	3.2567611932754517	3.2567611932754517
Arteriviridae	Epsilonarterivirus	Epsilonarterivirus hemcep	2501964	None	specific_min-guides	taxon	NA	1589055290	1589055290	1	1	1	26334172.0	2431.71	3.201838730514401	88	1	1	1	1.0	3.002116620540619	3.002116620540619	3.002116620540619
