accession	country	year	entry_create_year	taxid	species
KY586487	Thailand	2006	2017	12637	Dengue virus
FJ859028	Viet Nam: South	2007	2009	11060	Dengue virus
GQ199791	Viet Nam: South	2007	2009	11053	Dengue virus
KJ189369	Mexico	2011	2014	11053	Dengue virus
KY926849	French Polynesia	2008	2018	11053	Dengue virus
EU081193	Singapore	2005	2007	11069	Dengue virus
GQ868520	Mexico: Yucatan	2007	2009	11053	Dengue virus
JN697057	Malaysia	2005	2012	11053	Dengue virus
KY586752	Thailand	2004	2017	12637	Dengue virus
MG840577	China	2017	2019	11053	Dengue virus
KY672934	China: Yunnan	2015	2019	11053	Dengue virus
EU081209	Singapore	2005	2007	11069	Dengue virus
JQ045642	Viet Nam	None	2012	11053	Dengue virus
EU482458	Viet Nam: south	2006	2008	11069	Dengue virus
KF973484	Nicaragua	2011	2014	11069	Dengue virus
FJ882519	Viet Nam: South	2006	2009	11053	Dengue virus
KY937188	China: XiShuangbanna	2015	2017	11060	Dengue virus
DQ645550	Taiwan	None	2008	11060	Dengue virus
FJ547067	Viet Nam: South	2007	2009	11060	Dengue virus
EU482467	Viet Nam: south	2006	2008	11060	Dengue virus
KC692502	Argentina: Buenos Aires	2009	2014	11053	Dengue virus
HM181974	Nicaragua: Managua	2009	2010	11069	Dengue virus
LC428078	Viet Nam	2017	2019	11053	Dengue virus
DQ675527	Taiwan	1998	2006	11069	Dengue virus
KX225492	China	2015	2017	11053	Dengue virus
MW512401	Singapore	2013	2021	11060	Dengue virus
LC428062	Viet Nam	2017	2019	11053	Dengue virus
MF459663	China	2013	2017	11060	Dengue virus
DQ675528	Taiwan	1998	2006	11069	Dengue virus
LC335879	Japan:Tokyo, Shibuya, Yoyogi park	2014	2018	11053	Dengue virus
FJ562098	Viet Nam: South	2007	2009	11060	Dengue virus
FJ906968	None	2009	2009	11060	Dengue virus
KY586751	Thailand	2001	2017	12637	Dengue virus
FJ410277	Viet Nam: South	2008	2008	11053	Dengue virus
JX669483	Brazil: Pernambuco	1997	2013	11060	Dengue virus
FJ744723	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
KY474328	Ecuador: Machala	2014	2018	11060	Dengue virus
KY586739	Thailand	2000	2017	12637	Dengue virus
KY586386	Thailand	2006	2017	12637	Dengue virus
MW946068	Thailand	2003	2021	11053	Dengue virus
AY858044	Indonesia: Jakarta	None	2005	11069	Dengue virus
JN093513	Nicaragua: Managua	2010	2011	11069	Dengue virus
GQ868594	Philippines	1956	2009	11070	Dengue virus
FJ547079	USA: Puerto Rico	2001	2009	11069	Dengue virus
AF169684	None	None	2000	11060	Dengue virus
KJ189282	Peru	2007	2014	11069	Dengue virus
FJ196847	China: Guangzhou, Guangdong Province	1997	2011	11053	Dengue virus
EU677152	Viet Nam: South	2007	2008	11053	Dengue virus
JF262783	India	1961	2012	11070	Dengue virus
GQ868575	Colombia: Santander	2004	2009	11069	Dengue virus
FJ547062	Viet Nam: South	2007	2009	11069	Dengue virus
JN638338	Thailand: Kampheang-Phet	1992	2011	11053	Dengue virus
GQ868590	Mexico: Sonora	1992	2009	11060	Dengue virus
HQ999999	Guatemala: Guatemala City	2009	2011	11060	Dengue virus
GU131810	Viet Nam: South	2008	2009	11053	Dengue virus
GU131918	Cambodia: KCH	2007	2009	11069	Dengue virus
KF744397	Philippines	2001	2015	11060	Dengue virus
KY586877	Thailand	2003	2017	12637	Dengue virus
KY586512	Thailand	2000	2017	12637	Dengue virus
KY849769	Laos: Vientiane	2010	2018	11069	Dengue virus
KY586454	Thailand	2006	2017	12637	Dengue virus
AY702038	Cuba	None	2005	11060	Dengue virus
KY849768	Laos: Vientiane	2010	2018	11060	Dengue virus
MF682966	China: Yunnan	2016	2018	11069	Dengue virus
JX669497	Brazil: Pernambuco	2005	2013	11069	Dengue virus
EU482515	Viet Nam: south	2007	2008	11053	Dengue virus
HM181941	Cambodia: KCH	2006	2010	11053	Dengue virus
FJ461313	Viet Nam: South	2007	2009	11053	Dengue virus
EU081267	Singapore	2005	2007	11053	Dengue virus
GQ398303	Puerto Rico	1994	2010	11060	Dengue virus
MK564481	China: Guangzhou	2017	2019	11060	Dengue virus
EU529687	Venezuela: DF/Caracas	2001	2008	11069	Dengue virus
FM210228	Viet Nam:South	2003	2008	11060	Dengue virus
LC436671	Bangladesh	2017	2020	11060	Dengue virus
HQ332183	Venezuela	2007	2012	11053	Dengue virus
FJ639723	Cambodia: KCH	2003	2009	11069	Dengue virus
FJ639819	Venezuela: Aragua	2006	2009	11053	Dengue virus
EU660408	Viet Nam: South	2006	2008	11069	Dengue virus
KF921911	Puerto Rico	1996	2014	11053	Dengue virus
KF973473	Nicaragua	2012	2014	11053	Dengue virus
KJ189345	Mexico	2009	2014	11053	Dengue virus
KX621250	China	2014	2017	11053	Dengue virus
GQ199829	Viet Nam: South	2007	2009	11053	Dengue virus
MK513444	Singapore	2015	2019	11060	Dengue virus
FJ205882	Viet Nam: South	2007	2008	11053	Dengue virus
JF920404	Nicaragua: Leon	2009	2011	11069	Dengue virus
KX380803	Singapore	2013	2016	11053	Dengue virus
MN018300	China: Guangdong Province	2014	2020	11053	Dengue virus
JQ045689	Viet Nam	None	2012	11069	Dengue virus
GU131720	Viet Nam: South	2008	2009	11053	Dengue virus
MN448672	Thailand	2011	2020	11053	Dengue virus
KY586323	Thailand	2006	2017	12637	Dengue virus
GU131708	Viet Nam: South	2008	2009	11053	Dengue virus
KM279525	Singapore	2011	2015	11060	Dengue virus
KU365902	Taiwan	2015	2016	11060	Dengue virus
KP012546	China: Guangdong	2014	2015	11060	Dengue virus
GQ199811	Viet Nam: South	2007	2009	11053	Dengue virus
EU482589	USA: Puerto Rico	1993	2008	11060	Dengue virus
KY586675	Thailand	1995	2017	12637	Dengue virus
JN903580	India	2009	2012	11053	Dengue virus
KY586942	Thailand	2006	2017	12637	Dengue virus
MH110567	China: Hangzhou	2017	2018	11060	Dengue virus
MW512483	Singapore	2018	2021	11060	Dengue virus
MF156248	China	2015	2018	11060	Dengue virus
FJ639787	Venezuela: Aragua	2004	2009	11069	Dengue virus
GQ398277	Puerto Rico	1994	2010	11060	Dengue virus
GQ199867	Nicaragua: Managua	2004	2009	11053	Dengue virus
EU920847	French Guiana	2006	2014	11060	Dengue virus
GQ398283	Puerto Rico	1994	2010	11060	Dengue virus
MK783190	China	2018	2021	11060	Dengue virus
KM217158	Pakistan	2013	2015	11060	Dengue virus
KM403597	Singapore	2013	2016	11053	Dengue virus
FJ639705	Cambodia: TAK	2003	2009	11060	Dengue virus
FJ024434	Viet Nam: South	2007	2008	11053	Dengue virus
KJ622193	China	2013	2015	11069	Dengue virus
FJ461331	Viet Nam: South	2008	2009	11053	Dengue virus
AY835999	China: Cixi	None	2004	11053	Dengue virus
FJ410191	Viet Nam: South	2008	2008	11053	Dengue virus
FJ410196	Viet Nam: South	2007	2008	11053	Dengue virus
MW946064	Thailand	2011	2021	11053	Dengue virus
FJ639802	Venezuela: Aragua	2004	2009	11053	Dengue virus
GQ868549	Brazil: Sao Paulo	2008	2009	11060	Dengue virus
MF940237	China	2015	2019	11060	Dengue virus
FJ024425	Viet Nam: South	2007	2008	11053	Dengue virus
KM279566	Singapore	2012	2015	11060	Dengue virus
KP406804	South Korea	None	2015	11060	Dengue virus
AY145122	None	None	2002	11053	Dengue virus
MW946250	Thailand	2006	2021	11053	Dengue virus
MW945825	Thailand	2006	2021	11053	Dengue virus
MW945997	Thailand	2002	2021	11053	Dengue virus
FJ461340	Viet Nam: South	2008	2009	11053	Dengue virus
FJ410173	USA: Puerto Rico	1998	2008	11053	Dengue virus
LC436672	Bangladesh	2017	2020	11060	Dengue virus
MG560265	China: Heyuan, Guangdong Province	2014	2018	11053	Dengue virus
AY708047	Myanmar	None	2005	11053	Dengue virus
GQ199777	Viet Nam: South	2007	2009	11053	Dengue virus
KY794790	Papua New Guinea: Madang	2008	2018	11069	Dengue virus
KY672951	China: Yunnan	2015	2019	11060	Dengue virus
MN018358	China: Guangdong Province	2016	2020	11060	Dengue virus
HQ541806	Nicaragua: Managua	2009	2011	11069	Dengue virus
KX380826	Singapore	2013	2016	11060	Dengue virus
FJ639794	Venezuela: Aragua	2004	2009	11053	Dengue virus
FJ639768	Venezuela: Aragua	2001	2009	11069	Dengue virus
FJ639772	Venezuela: Aragua	2007	2009	11069	Dengue virus
FJ898387	Viet Nam: South	2005	2009	11053	Dengue virus
GQ199778	Viet Nam: South	2007	2009	11053	Dengue virus
MW946172	Thailand	2011	2021	11053	Dengue virus
FJ639684	Cambodia: KSP	2005	2009	11053	Dengue virus
GQ199875	Nicaragua: Managua	2004	2009	11053	Dengue virus
JF937636	Nicaragua: Managua	2009	2011	11069	Dengue virus
MF033239	Singapore	2015	2018	11053	Dengue virus
GQ868574	Colombia: Santander	2003	2009	11069	Dengue virus
FJ390388	Viet Nam: South	2007	2008	11053	Dengue virus
LC428069	Viet Nam	2017	2019	11053	Dengue virus
MW946117	Thailand	1996	2021	11053	Dengue virus
KC762672	Indonesia: Makassar	2008	2015	11060	Dengue virus
KC692500	Argentina: Buenos Aires	2009	2014	11053	Dengue virus
MW946152	Thailand	2005	2021	11053	Dengue virus
EU482482	Viet Nam: south	2007	2008	11053	Dengue virus
FJ410175	USA: Puerto Rico	1994	2008	11053	Dengue virus
EU482544	USA: Puerto Rico	2006	2008	11060	Dengue virus
MW945914	Thailand	1998	2021	11053	Dengue virus
FJ850098	Venezuela: Aragua	2001	2009	11069	Dengue virus
MW945849	Thailand	1998	2021	11053	Dengue virus
HQ332188	Venezuela	2007	2012	11060	Dengue virus
MH827543	China	2017	2019	11060	Dengue virus
MW946235	Thailand	2001	2021	11053	Dengue virus
MN272405	Seychelles	2016	2019	11060	Dengue virus
CS479204	None	None	2007	12637	Dengue virus
GU131823	Viet Nam: South	2008	2009	11053	Dengue virus
MW946164	Thailand	2006	2021	11053	Dengue virus
EU482687	Nicaragua: Managua	2006	2008	11060	Dengue virus
MW945963	Thailand	2010	2021	11053	Dengue virus
FJ639732	Venezuela: Aragua	2005	2009	11060	Dengue virus
EU280167	China: Guangzhou	None	2007	11053	Dengue virus
MF033258	Singapore	2016	2018	11053	Dengue virus
FJ024440	Viet Nam: South	2007	2008	11053	Dengue virus
KU509275	Philippines	2008	2017	11060	Dengue virus
MF033203	Singapore	2012	2018	11053	Dengue virus
KY586462	Thailand	2006	2017	12637	Dengue virus
KF973457	Nicaragua	2012	2014	11053	Dengue virus
HQ671176	Nicaragua: Managua	2009	2011	11069	Dengue virus
KY586387	Thailand	2006	2017	12637	Dengue virus
FJ024427	Viet Nam: South	2007	2008	11053	Dengue virus
EU081265	Singapore	2005	2007	11053	Dengue virus
KY586424	Thailand	2006	2017	12637	Dengue virus
JN819419	Brazil: Northern	2000	2011	11060	Dengue virus
KY586814	Thailand	2006	2017	12637	Dengue virus
HM181975	Nicaragua: Managua	2009	2010	11069	Dengue virus
KX380831	Singapore	2013	2016	11060	Dengue virus
FJ639780	Venezuela: Aragua	2003	2009	11069	Dengue virus
GQ252677	Sri Lanka	2004	2009	11060	Dengue virus
KY427084	India: Thiruvananthapuram, Kerala	2010	2017	11060	Dengue virus
GU131815	Viet Nam: South	2008	2009	11053	Dengue virus
MH110599	China: Hangzhou	2017	2018	11060	Dengue virus
KY586782	Thailand	2001	2017	12637	Dengue virus
JQ045638	Viet Nam	None	2012	11053	Dengue virus
MG840530	China	2014	2019	11053	Dengue virus
KC294222	Peru: Iquitos	2002	2014	11060	Dengue virus
FJ410249	Viet Nam: South	2008	2008	11053	Dengue virus
KY586416	Thailand	2001	2017	12637	Dengue virus
FJ898445	Colombia: Santander	2007	2009	11069	Dengue virus
MN018396	China: Guangdong Province	2015	2020	11070	Dengue virus
GQ199878	USA: Puerto Rico	1994	2009	11070	Dengue virus
FJ024444	Viet Nam: South	2006	2008	11053	Dengue virus
FJ744705	Nicaragua: Leon	2000	2009	11060	Dengue virus
FJ639834	Nicaragua: Managua	2007	2009	11060	Dengue virus
KM279524	Singapore	2011	2015	11060	Dengue virus
KF184975	Angola	2013	2013	11053	Dengue virus
FJ850051	Nicaragua: Managua	2007	2009	11060	Dengue virus
GU131878	Brazil: Sao Paulo	2007	2009	11069	Dengue virus
FJ639779	Venezuela: Aragua	2003	2009	11069	Dengue virus
MW945778	Thailand	2004	2021	11053	Dengue virus
GU131679	Viet Nam: South	2008	2009	11053	Dengue virus
GQ868567	Colombia: Santander	2007	2009	11053	Dengue virus
FJ562107	USA: Puerto Rico	2000	2009	11069	Dengue virus
KY586353	Thailand	2006	2017	12637	Dengue virus
FJ898398	Viet Nam: South	2006	2009	11053	Dengue virus
MN448637	Thailand	2010	2020	11053	Dengue virus
FJ461310	Viet Nam: South	2008	2009	11053	Dengue virus
KY586779	Thailand	2006	2017	12637	Dengue virus
MW577817	Brazil	2019	2021	11060	Dengue virus
GQ868522	Mexico: Yucatan	2007	2009	11053	Dengue virus
KY586540	Thailand	2001	2017	12637	Dengue virus
KY586780	Thailand	2006	2017	12637	Dengue virus
HM582115	Tonga	1974	2010	11060	Dengue virus
KX059034	Sri Lanka	2012	2017	12637	Dengue virus
AY732481	Thailand: Bangkok	1982	2005	11053	Dengue virus
FJ639760	Venezuela: Aragua	2001	2009	11069	Dengue virus
KY849706	Laos: Salavan	2008	2018	11053	Dengue virus
MF033251	Singapore	2016	2018	11053	Dengue virus
EU687222	USA: Puerto Rico	2000	2008	11060	Dengue virus
EF105382	Burkina Faso	1980	2007	11060	Dengue virus
FJ639807	Venezuela: Aragua	2005	2009	11069	Dengue virus
FJ182015	Venezuela: DF/Caracas	2001	2008	11069	Dengue virus
JQ045692	Viet Nam	None	2012	11069	Dengue virus
KY586327	Thailand	2006	2017	12637	Dengue virus
EU854298	USA: Puerto Rico	2002	2008	11069	Dengue virus
KJ189259	Peru	2002	2014	11069	Dengue virus
EU482501	Viet Nam: south	2007	2008	11053	Dengue virus
GQ199864	Nicaragua: Managua	2008	2009	11069	Dengue virus
JQ922548	India: Pune, Maharashtra	2005	2013	11053	Dengue virus
AY496877	Bangladesh	2002	2005	11069	Dengue virus
FJ744713	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
DQ645541	Taiwan	None	2008	11060	Dengue virus
MW512486	Singapore	2018	2021	11060	Dengue virus
MN018342	China: Guangdong Province	2017	2020	11060	Dengue virus
KJ010185	Pakistan	2011	2014	11060	Dengue virus
GU131897	Cambodia: KCH	2007	2009	11060	Dengue virus
FJ024426	Viet Nam: South	2007	2008	11053	Dengue virus
EU569691	Venezuela: DF/Caracas	2001	2008	11069	Dengue virus
MH450303	Venezuela: Carabobo	2015	2018	12637	Dengue virus
EU482574	USA: Puerto Rico	1987	2008	11060	Dengue virus
MF033238	Singapore	2015	2018	11053	Dengue virus
GU056031	Venezuela: Aragua	1998	2009	11053	Dengue virus
FJ639784	Venezuela: Aragua	2003	2009	11069	Dengue virus
U88535	None	None	1997	11053	Dengue virus
KC762648	Indonesia: Makassar	2008	2015	11053	Dengue virus
GU131777	Viet Nam: South	2008	2009	11053	Dengue virus
GQ868596	Venezuela	1991	2009	11060	Dengue virus
EU482452	Viet Nam: south	2006	2008	11069	Dengue virus
KU517846	Indonesia	2014	2016	11060	Dengue virus
EU482640	Viet Nam: south	2006	2008	11060	Dengue virus
MW186240	Singapore	2019	2021	11060	Dengue virus
EF105385	Senegal	1974	2007	11060	Dengue virus
MF033241	Singapore	2015	2018	11053	Dengue virus
MT447147	China: Hainan	2019	2020	11053	Dengue virus
MG840542	China	2015	2019	11053	Dengue virus
EU781137	USA: Puerto Rico	1999	2008	11069	Dengue virus
MH822959	India	2012	2018	11053	Dengue virus
HQ166036	Mexico: Yucatan	2007	2010	11053	Dengue virus
GQ868568	Colombia: Santander	2007	2009	11053	Dengue virus
KY586862	Thailand	2004	2017	12637	Dengue virus
MW512462	Singapore	2016	2021	11060	Dengue virus
KY586366	Thailand	2001	2017	12637	Dengue virus
KY586831	Thailand	2003	2017	12637	Dengue virus
JF920399	Nicaragua: Managua	2009	2011	11069	Dengue virus
MK506263	Thailand	2007	2019	11060	Dengue virus
MW315182	New Caledonia	2017	2021	11053	Dengue virus
MW945917	Thailand	2003	2021	11053	Dengue virus
FJ226066	Nicaragua: Managua	2005	2008	11060	Dengue virus
MW512496	Singapore	2019	2021	11060	Dengue virus
MW946107	Thailand	2006	2021	11053	Dengue virus
JN819415	Venezuela: Aragua	2006	2011	11053	Dengue virus
KX452028	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
EU482741	USA: Puerto Rico	1994	2008	11060	Dengue virus
FJ205872	USA: Puerto Rico	1998	2008	11053	Dengue virus
JN559740	Brazil: Boa Vista-RR	1982	2011	11070	Dengue virus
KF744401	Philippines	2000	2015	11060	Dengue virus
EU249491	Viet Nam: south	2006	2008	11053	Dengue virus
KX380797	Singapore	2012	2016	11053	Dengue virus
KY586718	Thailand	1998	2017	12637	Dengue virus
JF937642	Nicaragua: Leon	2009	2011	11069	Dengue virus
GU131952	Colombia: Santander	2003	2009	11069	Dengue virus
MW946019	Thailand	2013	2021	11053	Dengue virus
KM403604	Singapore	2013	2016	11053	Dengue virus
KJ468234	Germany	2013	2014	11053	Dengue virus
FJ882557	Viet Nam: South	2007	2009	11053	Dengue virus
KC294220	Peru: Iquitos	2010	2014	11060	Dengue virus
EU482802	Viet Nam: south	2006	2008	11053	Dengue virus
JF937650	Viet Nam: South	2008	2011	11053	Dengue virus
MH827536	China	2017	2019	11060	Dengue virus
FJ639792	Venezuela: Aragua	2004	2009	11069	Dengue virus
EU596488	USA: Puerto Rico	2007	2008	11060	Dengue virus
MW582814	China: Wenzhou,Zhejiang	2019	2021	11053	Dengue virus
MG779203	Kenya	2017	2018	11060	Dengue virus
KM279595	Singapore	2012	2015	11060	Dengue virus
HQ624983	Cambodia	2007	2011	11053	Dengue virus
EU081254	Singapore	2005	2007	11053	Dengue virus
KY586498	Thailand	2006	2017	12637	Dengue virus
KC762639	Indonesia: Makassar	2010	2015	11053	Dengue virus
KC692507	Argentina: Buenos Aires	2009	2014	11053	Dengue virus
MF033254	Singapore	2016	2018	11053	Dengue virus
FJ467493	Malaysia	2008	2009	11060	Dengue virus
FJ182032	Viet Nam: South	2007	2008	11053	Dengue virus
KC692514	Argentina: Buenos Aires	2010	2014	11053	Dengue virus
KC692506	Argentina: Buenos Aires	2009	2014	11053	Dengue virus
FJ410280	Viet Nam: South	2008	2008	11053	Dengue virus
MN448678	Thailand	2011	2020	11053	Dengue virus
GQ398262	Indonesia	1976	2010	11060	Dengue virus
KU050695	Philippines	1956	2015	11069	Dengue virus
GU131908	Cambodia: KCH	2006	2009	11069	Dengue virus
KJ189354	Puerto Rico	2012	2014	11053	Dengue virus
KY586730	Thailand	2004	2017	12637	Dengue virus
MF940244	China	2015	2019	11060	Dengue virus
EU854295	USA: Puerto Rico	1986	2008	11070	Dengue virus
FJ850080	Brazil: Northern	2003	2009	11069	Dengue virus
KF744399	Philippines	1998	2015	11060	Dengue virus
GU131802	Viet Nam: South	2008	2009	11053	Dengue virus
HM181938	Cambodia: KCH	2006	2010	11053	Dengue virus
EU596502	Nicaragua: Managua	2005	2008	11053	Dengue virus
MN018379	China: Guangdong Province	2015	2020	11069	Dengue virus
MK614093	China: Guangzhou	2018	2019	11070	Dengue virus
KY586659	Thailand	1998	2017	12637	Dengue virus
EU482752	Nicaragua: Managua	2005	2008	11060	Dengue virus
EU482518	Viet Nam: south	2006	2008	11053	Dengue virus
KJ189271	Peru	2007	2014	11069	Dengue virus
MN018301	China: Guangdong Province	2014	2020	11053	Dengue virus
FJ906959	Papua New Guinea	2008	2009	11060	Dengue virus
EU482828	Viet Nam: south	2006	2008	11053	Dengue virus
MW946133	Thailand	2011	2021	11053	Dengue virus
HQ705613	Nicaragua: Managua	2009	2011	11069	Dengue virus
JQ045659	Viet Nam	None	2012	11053	Dengue virus
EU482814	Viet Nam: south	2006	2008	11053	Dengue virus
MW945905	Thailand	1995	2021	11053	Dengue virus
KF973454	Nicaragua	2012	2014	11053	Dengue virus
FJ882573	Sri Lanka	1993	2009	11069	Dengue virus
MW945783	Thailand	1994	2021	11053	Dengue virus
EF643017	Brazil	None	2008	11069	Dengue virus
MN448658	Thailand	2011	2020	11053	Dengue virus
JX669469	Brazil	1997	2013	11053	Dengue virus
AY776328	Taiwan	None	2005	11060	Dengue virus
GU131894	Cambodia: PHP	2008	2009	11053	Dengue virus
MW946194	Thailand	2012	2021	11053	Dengue virus
KY849716	Laos: Salavan	2009	2018	11053	Dengue virus
KM403623	Singapore	2013	2016	11053	Dengue virus
M29095	None	None	1993	11060	Dengue virus
JQ920481	New Caledonia	1989	2013	11069	Dengue virus
KY586717	Thailand	2002	2017	12637	Dengue virus
GQ868506	Mexico: Yucatan	2007	2009	11053	Dengue virus
KY057372	Indonesia: Surabaya	2012	2018	11053	Dengue virus
KY586941	Thailand	1998	2017	12637	Dengue virus
KY672950	China: Yunnan	2015	2019	11060	Dengue virus
FJ639759	Venezuela: Aragua	2001	2009	11069	Dengue virus
MW512362	Singapore	2011	2021	11060	Dengue virus
FJ373297	Viet Nam: South	2007	2008	11053	Dengue virus
KY586591	Thailand	2002	2017	12637	Dengue virus
KM403636	Singapore	2013	2016	11053	Dengue virus
FJ898408	Viet Nam: South	2006	2009	11053	Dengue virus
FJ024479	Nicaragua: Managua	2006	2008	11053	Dengue virus
KM279593	Singapore	2012	2015	11060	Dengue virus
MH069497	Venezuela: Carabobo	2015	2018	11060	Dengue virus
KC762690	Indonesia: Makassar	2008	2015	11069	Dengue virus
EU482705	Viet Nam: south	2007	2008	11060	Dengue virus
GU363549	China: Guangzhou	2009	2010	11069	Dengue virus
HM181952	Cambodia: KCH	2007	2010	11053	Dengue virus
HQ541790	Nicaragua: Managua	2008	2011	11069	Dengue virus
EU482648	Viet Nam: south	2006	2008	11060	Dengue virus
EU687225	USA: Puerto Rico	2000	2008	11060	Dengue virus
FJ547069	USA: Puerto Rico	1999	2009	11069	Dengue virus
MN018292	China: Guangdong Province	2017	2020	11053	Dengue virus
KY474331	Ecuador: Machala	2014	2018	11060	Dengue virus
MN018341	China: Guangdong Province	2017	2020	11060	Dengue virus
KJ806949	Singapore	2013	2015	11053	Dengue virus
MK543479	China	2018	2019	11060	Dengue virus
FJ410197	Viet Nam: South	2007	2008	11053	Dengue virus
KP188544	Brazil: SP, Sao Jose do Rio Preto	2012	2016	11053	Dengue virus
KY586372	Thailand	2000	2017	12637	Dengue virus
JQ955624	India: Odisha	2011	2014	11060	Dengue virus
MW945867	Thailand	1994	2021	11053	Dengue virus
