"min.pool.thres" "precision" "recall" "F1.score" "F0.5.score" "min.pool.thres.plus.one"
20.5 0.975806883262859 0.204413628976818 0.338018572156135 0.556098464903167 21.5
20.6 0.97520225358367 0.196991006938386 0.327772015710912 0.544775827258714 21.6
21.1 0.976619016053261 0.189970630467369 0.318070592790536 0.53420318425976 22.1
21.5 0.976901461221431 0.182716895505151 0.307853702338229 0.522601117859495 22.5
21.6 0.976887411015361 0.175405696890446 0.297409775233437 0.510427691347677 22.6
24.6 0.977181650838125 0.168147757270729 0.286923398406134 0.497980434014713 25.6
24.8 0.977153513403045 0.160832353998524 0.27620360547603 0.484910692138567 25.8
25.2 0.977475066459705 0.153572312050058 0.265440880337455 0.471530566884115 26.2
28.3 0.976873360809292 0.146169311746622 0.254289369945547 0.457202302955325 29.3
31.4 0.978643686774073 0.139112494910612 0.243597963717755 0.443430807754767 32.4
32.2 0.978654094334124 0.131792186204659 0.232301129538396 0.428267387360799 33.2
33.5 0.980252573116171 0.124673701058663 0.221212435832316 0.413171280243869 34.5
34.4 0.979486699138254 0.117248275915231 0.209427308088284 0.396426400057244 35.4
35 0.980098663669289 0.109988934743015 0.197782284867834 0.379562951107809 36
35.1 0.979178932719585 0.102560005718334 0.185672519256838 0.361390624961417 36.1
35.8 0.978117704700695 0.0951310766936536 0.17339761664656 0.342435275795213 36.8
36.2 0.976801548644936 0.0876951399064744 0.16094131506571 0.322619399341149 37.2
36.3 0.984153070608672 0.0809922150766404 0.149667351927093 0.304668606493376 37.3
46.8 0.985481453727988 0.0737286692469248 0.137193243483777 0.283733425960435 47.8
47.2 0.984690479164065 0.0663025433272436 0.124239612940417 0.261170689964529 48.2
49.3 0.986301049082053 0.0590319897350295 0.111396676930727 0.238145990576839 50.3
52.7 0.985401166836161 0.0516058638153483 0.0980754747386499 0.213338764262708 53.7
54.2 0.986527413513176 0.044284153556895 0.0847633706561506 0.1877153990612 55.2
60.8 0.985275384038966 0.036856626084714 0.0710552571689896 0.160297810008967 61.8
61.9 0.983420756837767 0.029429799388783 0.0571493502384512 0.131417788778981 62.9
65.6 0.987635818658674 0.0221669543353172 0.0433607010747647 0.101704005077484 66.6
67.7 0.985059947545897 0.0147394268631363 0.0290442651281708 0.0695353138097999 68.7
69.8 0.992319220681903 0.00742402359093168 0.014737786619275 0.036041540648285 70.8
