family	genus	species	taxid	segment	num_seqs	result_type	cluster	timestamp	last_changed_timestamp	num_input_seqs	num_curated_seqs	num_clusters	rss	elapsed_time	mean_cluster_cost	mean_cluster_target_len	mean_cluster_num_primers5	mean_cluster_num_primers3	mean_cluster_num_guides
Tolecusatellitidae	Betasatellite	Tomato yellow leaf curl Thailand betasatellite	693897	None	11	taxon	NA	1574027104	1574027104	11	11	1	500328.0	136.86	2.5126942636811997	88	1	1	1
Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	693997	None	129	taxon	NA	1573972784	1573972784	129	129	1	515616.0	2769.09	2.5126942636811997	88	1	1	1
Coronaviridae	Betacoronavirus	Betacoronavirus 1	694003	None	240	taxon	NA	1573972962	1573972962	240	240	1	521056.0	3482.20	2.5126942636811997	88	1	1	1
Coronaviridae	Betacoronavirus	Murine coronavirus	694005	None	33	taxon	NA	1573973120	1573973120	33	33	1	504948.0	675.08	2.5126942636811997	88	1	1	1
Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	694009	None	332	taxon	NA	1573973168	1573973168	332	332	1	525744.0	3608.30	2.5126942636811997	88	1	1	1
Coronaviridae	Gammacoronavirus	Avian coronavirus	694014	None	379	taxon	NA	1573973219	1573973219	379	379	1	543220.0	5367.66	2.5126942636811997	88	1	1	1
Retroviridae	Betaretrovirus	Ovine enzootic nasal tumor virus	69576	None	12	taxon	NA	1574020703	1574020703	12	12	1	502884.0	408.95	2.5126942636811997	88	1	1	1
Rhabdoviridae	Sprivivirus	Carp sprivivirus	696863	None	16	taxon	NA	1574022325	1574022325	16	16	1	502524.0	414.40	2.5126942636811997	88	1	1	1
Pospiviroidae	Apscaviroid	Citrus viroid VI	697192	None	25	taxon	NA	1574001107	1574001107	25	25	1	501868.0	44.01	2.782670128054922	125	1	1	1
Alphasatellitidae	unknown	Cotton leaf curl Burewala alphasatellite	713091	None	97	taxon	NA	1573969404	1573969404	97	97	1	501412.0	853.50	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Papaya leaf curl betasatellite	714640	None	67	taxon	NA	1574026868	1574026868	67	67	3	523864.0	339.21	2.611684457576781	95.33333333333333	1	1	1.3333333333333333
Picornaviridae	Kobuvirus	Aichivirus A	72149	None	25	taxon	NA	1573998583	1573998583	25	25	1	697712.0	1243.90	3.545322420167963	122	1	2	2
Polyomaviridae	Deltapolyomavirus	Human polyomavirus 6	746830	None	17	taxon	NA	1574000807	1574000807	17	17	1	502636.0	264.55	2.5126942636811997	88	1	1	1
Polyomaviridae	Deltapolyomavirus	Human polyomavirus 7	746831	None	10	taxon	NA	1574000868	1574000868	10	10	1	501416.0	218.42	2.5126942636811997	88	1	1	1
Alphasatellitidae	unknown	Guar leaf curl alphasatellite	748170	None	45	taxon	NA	1573969403	1573969403	45	45	1	505136.0	269.11	2.5126942636811997	88	1	1	1
Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	753670	DNA C	10	taxon	NA	1573985628	1573985628	10	10	1	501416.0	72.52	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Okra leaf curl betasatellite	756759	None	5	taxon	NA	1574026845	1574026845	15	5	1	498812.0	56.25	2.5126942636811997	88	1	1	1
Potyviridae	Bymovirus	Wheat yellow mosaic virus	75746	RNA 1	28	taxon	NA	1574001295	1574001295	28	28	1	499972.0	404.39	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Soybean chlorotic blotch virus	761702	DNA A	11	taxon	NA	1573977979	1573977979	11	11	1	499588.0	151.33	2.5126942636811997	88	1	1	1
Secoviridae	Fabavirus	Broad bean wilt virus 2	76875	RNA 1	43	taxon	NA	1574022916	1574022916	43	43	1	501472.0	886.30	3.5554999999999994	92	2	1	4
Reoviridae	Seadornavirus	Banna virus	77763	12	37	taxon	NA	1574020309	1574020309	37	37	1	501340.0	523.01	2.757011090344213	90	1	1	3
Circoviridae	Circovirus	Beak and feather disease virus	77856	None	432	taxon	NA	1573972080	1573972080	432	432	1	514952.0	3720.62	2.8096648453679434	110	1	1	2
Pospiviroidae	Pospiviroid	Mexican papita viroid	79450	None	16	taxon	NA	1574001238	1574001238	16	16	1	501288.0	40.86	2.5126942636811997	88	1	1	1
Closteroviridae	Crinivirus	Sweet potato chlorotic stunt virus	81931	RNA 1	10	taxon	NA	1573972591	1573972591	10	10	1	502860.0	158.38	2.5126942636811997	88	1	1	1
Togaviridae	Alphavirus	Salmon pancreas disease virus	84589	None	10	taxon	NA	1574025709	1574025709	10	10	1	500896.0	213.04	2.5126942636811997	88	1	1	1
Circoviridae	Circovirus	Porcine circovirus 2	85708	None	2467	taxon	NA	1573972230	1573972230	2631	2467	1	926660.0	7413.95	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato yellow leaf curl Thailand virus	85752	DNA A	40	taxon	NA	1573978983	1573978983	40	40	1	500608.0	416.47	2.5126942636811997	88	1	1	1
Geminiviridae	Turncurtovirus	Turnip curly top virus	859650	None	21	taxon	NA	1573979644	1573979644	21	21	1	501340.0	585.95	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Yam mild mosaic virus	87097	None	12	taxon	NA	1574004231	1574004231	12	12	1	500364.0	766.20	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Tomato leaf curl Bangladesh betasatellite	885379	None	31	taxon	NA	1574026934	1574026934	31	31	1	499236.0	168.17	3.0016319690521502	151	1	1	2
Iflaviridae	Iflavirus	Sacbrood virus	89463	None	53	taxon	NA	1573981935	1573981935	53	53	1	834260.0	1825.23	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Bhendi yellow vein India betasatellite	908009	None	26	taxon	NA	1574026214	1574026214	26	26	1	501436.0	189.13	3.2904942636811993	88	1	2	2
Geminiviridae	Begomovirus	Bhendi yellow vein India virus	908023	DNA A	51	taxon	NA	1573975793	1573975793	51	51	1	501988.0	1028.77	2.7777	92	1	1	3
Tolecusatellitidae	Betasatellite	Bhendi yellow vein mosaic betasatellite	908070	None	53	taxon	NA	1574026232	1574026232	53	53	1	499876.0	490.38	6.277389493487164	98	2	5	4
Geminiviridae	Begomovirus	Okra enation leaf curl virus	908125	DNA A	79	taxon	NA	1573977391	1573977391	79	79	1	500152.0	1200.68	2.7300163730311917	99	1	1	2
Tolecusatellitidae	Betasatellite	Okra enation leaf curl betasatellite	908276	None	21	taxon	NA	1574026724	1574026724	21	21	1	501008.0	352.17	2.9438894934871644	98	1	1	4
Luteoviridae	Polerovirus	Cucurbit aphid-borne yellows virus	91753	None	45	taxon	NA	1573983733	1573983733	45	45	1	501416.0	613.52	2.645911090344213	90	1	1	2
Dicistroviridae	Triatovirus	Black queen cell virus	92395	None	13	taxon	NA	1573973321	1573973321	13	13	1	503132.0	273.72	2.5126942636811997	88	1	1	1
Alphasatellitidae	Colecusatellite	Tobacco curly shoot alphasatellite	926844	None	23	taxon	NA	1573969404	1573969404	23	23	1	501876.0	517.37	2.868111090344213	90	1	1	4
Geminiviridae	Begomovirus	Papaya leaf crumple virus	928315	DNA A	16	taxon	NA	1573977508	1573977508	16	16	1	501996.0	379.20	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Sweet potato virus C	930881	None	30	taxon	NA	1574003243	1574003243	30	30	1	503428.0	641.96	2.5126942636811997	88	1	1	1
Geminiviridae	Mastrevirus	Chickpea chlorosis virus	930965	None	30	taxon	NA	1573979272	1573979272	30	30	1	501672.0	924.65	2.840218128345179	115	1	1	2
Anelloviridae	Betatorquevirus	TTV-like mini virus	93678	None	5	taxon	NA	1573969550	1573969550	17	5	2	513612.0	225.81	2.5126942636811997	88	1	1	1
Luteoviridae	Polerovirus	Sugarcane yellow leaf virus	94290	None	44	taxon	NA	1573983864	1573983864	44	44	1	501444.0	498.84	2.5126942636811997	88	1	1	1
Potyviridae	Ipomovirus	Ugandan cassava brown streak virus	946046	None	22	taxon	NA	1574001310	1574001310	22	22	1	503224.0	507.96	2.5126942636811997	88	1	1	1
Caliciviridae	Sapovirus	Sapporo virus	95342	None	114	taxon	NA	1573971834	1573971834	134	114	1	594276.0	825.50	12.57457866766024	108	9	5	18
Geminiviridae	Begomovirus	Tomato leaf curl Philippines virus	96054	DNA A	23	taxon	NA	1573978629	1573978629	23	23	1	500948.0	299.21	2.5126942636811997	88	1	1	1
Alphasatellitidae	unknown	Nanovirus-like particle	96892	None	67	taxon	NA	1573969403	1573969403	67	67	1	499468.0	809.16	2.9333377053709504	112	1	1	3
Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	99182	None	11	taxon	NA	1574021242	1574021242	11	11	1	501840.0	299.00	2.5126942636811997	88	1	1	1
